epoch,step,train_loss_epoch,train_loss_step,val_loss,val_psnr
34,13149,,0.0264799352735281,,
34,13199,,0.01731618121266365,,
34,13249,,0.03776034340262413,,
34,13299,,0.031126875430345535,,
34,13299,,,0.03546953573822975,26.4865779876709
34,13299,0.033984556794166565,,,
35,13349,,0.027712663635611534,,
35,13399,,0.03168392926454544,,
35,13449,,0.036724258214235306,,
35,13499,,0.026359712705016136,,
35,13549,,0.027860110625624657,,
35,13599,,0.028233472257852554,,
35,13649,,0.024448078125715256,,
35,13679,,,0.031922027468681335,26.962711334228516
35,13679,0.03382525220513344,,,
36,13699,,0.03525979071855545,,
36,13749,,0.041740767657756805,,
36,13799,,0.02902562916278839,,
36,13849,,0.025524728000164032,,
36,13899,,0.029941460117697716,,
36,13949,,0.059571824967861176,,
36,13999,,0.027561794966459274,,
36,14049,,0.029874764382839203,,
36,14059,,,0.03123174048960209,27.154621124267578
36,14059,0.03279364854097366,,,
37,14099,,0.03316839039325714,,
37,14149,,0.04009848088026047,,
37,14199,,0.03177577257156372,,
37,14249,,0.034201059490442276,,
37,14299,,0.03235718607902527,,
37,14349,,0.04162035509943962,,
37,14399,,0.02988196536898613,,
37,14439,,,0.03370525687932968,26.369232177734375
37,14439,0.033086128532886505,,,
38,14449,,0.034594982862472534,,
38,14499,,0.020899739116430283,,
38,14549,,0.0362573117017746,,
38,14599,,0.0393165647983551,,
38,14649,,0.022760270163416862,,
38,14699,,0.034675199538469315,,
38,14749,,0.027188420295715332,,
38,14799,,0.04001905024051666,,
38,14819,,,0.03334333747625351,26.5379638671875
38,14819,0.03284233435988426,,,
39,14849,,0.029540052637457848,,
39,14899,,0.02807532250881195,,
39,14949,,0.03260987624526024,,
39,14999,,0.017219357192516327,,
39,15049,,0.03467629849910736,,
39,15099,,0.017877133563160896,,
39,15149,,0.044688306748867035,,
39,15199,,0.04719141870737076,,
39,15199,,,0.030774736776947975,27.209964752197266
39,15199,0.03273599222302437,,,
40,15249,,0.02479853481054306,,
40,15299,,0.03618152067065239,,
40,15349,,0.02312108501791954,,
40,15399,,0.025774706155061722,,
40,15449,,0.029478635638952255,,
40,15499,,0.03674868121743202,,
40,15549,,0.018261203542351723,,
40,15579,,,0.03209675848484039,26.94333267211914
40,15579,0.03243197873234749,,,
41,15599,,0.04516987130045891,,
41,15649,,0.03169281408190727,,
41,15699,,0.03880612179636955,,
41,15749,,0.033235032111406326,,
41,15799,,0.026640502735972404,,
41,15849,,0.04058784618973732,,
41,15899,,0.02861897647380829,,
41,15949,,0.0361807718873024,,
41,15959,,,0.03171449899673462,26.927669525146484
41,15959,0.0325874462723732,,,
42,15999,,0.024101367220282555,,
42,16049,,0.035158757120370865,,
42,16099,,0.031314872205257416,,
42,16149,,0.05017183721065521,,
42,16199,,0.04615950211882591,,
42,16249,,0.02932385355234146,,
42,16299,,0.03499342501163483,,
42,16339,,,0.03171531483530998,26.86189842224121
42,16339,0.03192799538373947,,,
43,16349,,0.026116177439689636,,
43,16399,,0.040172431617975235,,
43,16449,,0.03187372162938118,,
43,16499,,0.038002993911504745,,
43,16549,,0.02410252019762993,,
43,16599,,0.020783090963959694,,
43,16649,,0.034806955605745316,,
43,16699,,0.02206214889883995,,
43,16719,,,0.03031044267117977,27.333446502685547
43,16719,0.03152726590633392,,,
44,16749,,0.021737508475780487,,
44,16799,,0.04175492376089096,,
44,16849,,0.025161560624837875,,
44,16899,,0.030322108417749405,,
44,16949,,0.030169112607836723,,
44,16999,,0.03265161067247391,,
44,17049,,0.028436502441763878,,
44,17099,,0.026747222989797592,,
44,17099,,,0.029925907030701637,27.494054794311523
44,17099,0.03139461576938629,,,
45,17149,,0.020712800323963165,,
45,17199,,0.030712801963090897,,
45,17249,,0.028553005307912827,,
45,17299,,0.030765404924750328,,
45,17349,,0.03199002891778946,,
45,17399,,0.018048878759145737,,
45,17449,,0.01991894468665123,,
45,17479,,,0.03151214122772217,27.172094345092773
45,17479,0.0317281074821949,,,
46,17499,,0.023982709273695946,,
46,17549,,0.04162873327732086,,
46,17599,,0.02889854460954666,,
46,17649,,0.010172197595238686,,
46,17699,,0.022556759417057037,,
46,17749,,0.031129678711295128,,
46,17799,,0.03520103543996811,,
46,17849,,0.02790396474301815,,
46,17859,,,0.030834471806883812,27.27716636657715
46,17859,0.031159203499555588,,,
47,17899,,0.03055936098098755,,
47,17949,,0.051812928169965744,,
47,17999,,0.02722219191491604,,
47,18049,,0.04045812785625458,,
47,18099,,0.02655361406505108,,
47,18149,,0.024695709347724915,,
47,18199,,0.040572576224803925,,
47,18239,,,0.029030386358499527,27.708770751953125
47,18239,0.030836503952741623,,,
48,18249,,0.022200629115104675,,
48,18299,,0.04097972437739372,,
48,18349,,0.042128317058086395,,
48,18399,,0.029978670179843903,,
48,18449,,0.033994436264038086,,
48,18499,,0.03868972137570381,,
48,18549,,0.02839082106947899,,
48,18599,,0.034640513360500336,,
48,18619,,,0.030445590615272522,27.41800880432129
48,18619,0.030776450410485268,,,
49,18649,,0.021026095375418663,,
49,18699,,0.023036271333694458,,
49,18749,,0.025920763611793518,,
49,18799,,0.01604858599603176,,
49,18849,,0.04140662029385567,,
49,18899,,0.022255083546042442,,
49,18949,,0.030288850888609886,,
49,18999,,0.02048385515809059,,
49,18999,,,0.030216896906495094,27.533105850219727
49,18999,0.03030915930867195,,,
50,19049,,0.028458183631300926,,
50,19099,,0.015607273206114769,,
50,19149,,0.03400927782058716,,
50,19199,,0.035560108721256256,,
50,19249,,0.029379915446043015,,
50,19299,,0.028965478762984276,,
50,19349,,0.030231988057494164,,
50,19379,,,0.02895176038146019,27.690448760986328
50,19379,0.030506864190101624,,,
51,19399,,0.02083158679306507,,
51,19449,,0.03094826452434063,,
51,19499,,0.027182575315237045,,
51,19549,,0.04121149703860283,,
51,19599,,0.04335568845272064,,
51,19649,,0.02104039303958416,,
51,19699,,0.028675531968474388,,
51,19749,,0.027040567249059677,,
51,19759,,,0.02957780286669731,27.665851593017578
51,19759,0.030207598581910133,,,
52,19799,,0.024713758379220963,,
52,19849,,0.03757001459598541,,
52,19899,,0.048272259533405304,,
52,19949,,0.03370203822851181,,
52,19999,,0.029646676033735275,,
52,20049,,0.035545747727155685,,
52,20099,,0.035948898643255234,,
52,20139,,,0.028522852808237076,27.820871353149414
52,20139,0.03021104633808136,,,
53,20149,,0.041467707604169846,,
53,20199,,0.04767116159200668,,
53,20249,,0.02841220423579216,,
53,20299,,0.03364221751689911,,
53,20349,,0.035155802965164185,,
53,20399,,0.04115661233663559,,
53,20449,,0.038299866020679474,,
53,20499,,0.03071541339159012,,
53,20519,,,0.02861885167658329,27.859203338623047
53,20519,0.029981829226017,,,
54,20549,,0.03021283447742462,,
54,20599,,0.017853274941444397,,
54,20649,,0.03431619331240654,,
54,20699,,0.02418610081076622,,
54,20749,,0.05276282876729965,,
54,20799,,0.021996978670358658,,
54,20849,,0.017760057002305984,,
54,20899,,0.029627524316310883,,
54,20899,,,0.02816849946975708,27.940616607666016
54,20899,0.02981247939169407,,,
55,20949,,0.03821169584989548,,
55,20999,,0.03281038999557495,,
55,21049,,0.03656318411231041,,
55,21099,,0.02707025036215782,,
55,21149,,0.02950291708111763,,
55,21199,,0.03759101778268814,,
55,21249,,0.025171389803290367,,
55,21279,,,0.02984863892197609,27.60675048828125
55,21279,0.030193552374839783,,,
56,21299,,0.03459685295820236,,
56,21349,,0.034636370837688446,,
56,21399,,0.02777627855539322,,
56,21449,,0.03626146912574768,,
56,21499,,0.02212902158498764,,
56,21549,,0.029487526044249535,,
56,21599,,0.022319277748465538,,
56,21649,,0.030865371227264404,,
56,21659,,,0.02815404161810875,27.929513931274414
56,21659,0.029592275619506836,,,
57,21699,,0.03354901075363159,,
57,21749,,0.034365877509117126,,
57,21799,,0.014563878998160362,,
57,21849,,0.023654479533433914,,
57,21899,,0.02873087488114834,,
57,21949,,0.019428102299571037,,
57,21999,,0.03154810890555382,,
57,22039,,,0.027787253260612488,28.064685821533203
57,22039,0.02932633087038994,,,
58,22049,,0.040589019656181335,,
58,22099,,0.03625224530696869,,
58,22149,,0.0206175334751606,,
58,22199,,0.04091695696115494,,
58,22249,,0.028258614242076874,,
58,22299,,0.02159189246594906,,
58,22349,,0.041819289326667786,,
58,22399,,0.026999052613973618,,
58,22419,,,0.028279418125748634,27.916378021240234
58,22419,0.028974097222089767,,,
59,22449,,0.015072042122483253,,
59,22499,,0.02887040004134178,,
59,22549,,0.023346707224845886,,
59,22599,,0.027570094913244247,,
59,22649,,0.02119276486337185,,
59,22699,,0.033092305064201355,,
59,22749,,0.024358060210943222,,
59,22799,,0.030272629112005234,,
59,22799,,,0.028114542365074158,27.91543197631836
59,22799,0.029295319691300392,,,
60,22849,,0.026323754340410233,,
60,22899,,0.028955448418855667,,
60,22949,,0.026236604899168015,,
60,22999,,0.03676889091730118,,
60,23049,,0.026812206953763962,,
60,23099,,0.03941923379898071,,
60,23149,,0.03967507928609848,,
60,23179,,,0.027982955798506737,28.039602279663086
60,23179,0.028923863545060158,,,
61,23199,,0.044222310185432434,,
61,23249,,0.026526106521487236,,
61,23299,,0.0272271316498518,,
61,23349,,0.027077896520495415,,
61,23399,,0.017690930515527725,,
61,23449,,0.02320542186498642,,
61,23499,,0.036412835121154785,,
61,23549,,0.027746643871068954,,
61,23559,,,0.02762962505221367,28.11783790588379
61,23559,0.028570080175995827,,,
62,23599,,0.03817744553089142,,
62,23649,,0.036274589598178864,,
62,23699,,0.03403369337320328,,
62,23749,,0.013475185260176659,,
62,23799,,0.02754822000861168,,
62,23849,,0.018356719985604286,,
62,23899,,0.02961132489144802,,
62,23939,,,0.027859102934598923,28.00356101989746
62,23939,0.02854236029088497,,,
63,23949,,0.022307779639959335,,
63,23999,,0.02018875442445278,,
63,24049,,0.03489179536700249,,
63,24099,,0.024378757923841476,,
63,24149,,0.03219274431467056,,
63,24199,,0.03960800915956497,,
63,24249,,0.029843082651495934,,
63,24299,,0.033369775861501694,,
63,24319,,,0.02779853343963623,28.144367218017578
63,24319,0.02854921482503414,,,
64,24349,,0.022023193538188934,,
64,24399,,0.031240880489349365,,
64,24449,,0.02966504916548729,,
64,24499,,0.02676519751548767,,
64,24549,,0.033712927252054214,,
64,24599,,0.034491460770368576,,
64,24649,,0.04029208421707153,,
64,24699,,0.01937514916062355,,
64,24699,,,0.02811572514474392,28.050045013427734
64,24699,0.02816373109817505,,,
65,24749,,0.021242797374725342,,
65,24799,,0.027396932244300842,,
65,24849,,0.032382845878601074,,
65,24899,,0.013223755173385143,,
65,24949,,0.02761857956647873,,
65,24999,,0.02235676907002926,,
65,25049,,0.028235573321580887,,
65,25079,,,0.02737109735608101,28.211196899414062
65,25079,0.028299102559685707,,,
66,25099,,0.026870861649513245,,
66,25149,,0.022750092670321465,,
66,25199,,0.02489697001874447,,
66,25249,,0.02501128613948822,,
66,25299,,0.021414265036582947,,
66,25349,,0.029998406767845154,,
66,25399,,0.03725605458021164,,
66,25449,,0.025887204334139824,,
66,25459,,,0.027782972902059555,28.029491424560547
66,25459,0.02822072058916092,,,
67,25499,,0.023688223212957382,,
67,25549,,0.022201746702194214,,
67,25599,,0.029262926429510117,,
67,25649,,0.03011050634086132,,
67,25699,,0.022097565233707428,,
67,25749,,0.02648293599486351,,
67,25799,,0.02710794471204281,,
67,25839,,,0.02671622857451439,28.33133888244629
67,25839,0.02800874039530754,,,
68,25849,,0.03156618773937225,,
68,25899,,0.02296973392367363,,
68,25949,,0.02326115593314171,,
68,25999,,0.030495066195726395,,
68,26049,,0.034593984484672546,,
68,26099,,0.027936331927776337,,
68,26149,,0.0357322059571743,,
68,26199,,0.03889509290456772,,
68,26219,,,0.02749701403081417,28.17580223083496
68,26219,0.02783278003334999,,,
69,26249,,0.04407576844096184,,
69,26299,,0.030550632625818253,,
69,26349,,0.025131767615675926,,
69,26399,,0.028547298163175583,,
69,26449,,0.03447359800338745,,
69,26499,,0.03315896540880203,,
69,26549,,0.03338051587343216,,
69,26599,,0.022470444440841675,,
69,26599,,,0.027219895273447037,28.32948875427246
69,26599,0.027976742014288902,,,
70,26649,,0.034557826817035675,,
70,26699,,0.023796042427420616,,
70,26749,,0.041016366332769394,,
70,26799,,0.025922929868102074,,
70,26849,,0.032749373465776443,,
70,26899,,0.029535189270973206,,
70,26949,,0.037131138145923615,,
70,26979,,,0.026935692876577377,28.331579208374023
70,26979,0.027681510895490646,,,
71,26999,,0.023716382682323456,,
71,27049,,0.04491505026817322,,
71,27099,,0.02624036930501461,,
71,27149,,0.025472959503531456,,
71,27199,,0.028564881533384323,,
71,27249,,0.03220026195049286,,
71,27299,,0.03493695333600044,,
71,27349,,0.02559693716466427,,
71,27359,,,0.026648858562111855,28.450769424438477
71,27359,0.027669044211506844,,,
72,27399,,0.02632896415889263,,
72,27449,,0.021677229553461075,,
72,27499,,0.029650699347257614,,
72,27549,,0.016619732603430748,,
72,27599,,0.025721821933984756,,
72,27649,,0.01558232307434082,,
72,27699,,0.03845403343439102,,
72,27739,,,0.026629522442817688,28.3695011138916
72,27739,0.027560198679566383,,,
73,27749,,0.027272004634141922,,
73,27799,,0.020430538803339005,,
73,27849,,0.02044239640235901,,
73,27899,,0.026354879140853882,,
73,27949,,0.0382581502199173,,
73,27999,,0.030885940417647362,,
73,28049,,0.019965050742030144,,
73,28099,,0.023169806227087975,,
73,28119,,,0.02627313695847988,28.488109588623047
73,28119,0.027327734977006912,,,
74,28149,,0.037839047610759735,,
74,28199,,0.020350787788629532,,
74,28249,,0.022399093955755234,,
74,28299,,0.0414111390709877,,
74,28349,,0.028626708313822746,,
74,28399,,0.022351309657096863,,
74,28449,,0.023296382278203964,,
74,28499,,0.03465866297483444,,
74,28499,,,0.026429692283272743,28.49428939819336
74,28499,0.02724273130297661,,,
75,28549,,0.029656773433089256,,
75,28599,,0.013231761753559113,,
75,28649,,0.026109039783477783,,
75,28699,,0.024455321952700615,,
75,28749,,0.04210655391216278,,
75,28799,,0.02314656600356102,,
75,28849,,0.019275274127721786,,
75,28879,,,0.026407167315483093,28.358694076538086
75,28879,0.027021026238799095,,,
76,28899,,0.024715300649404526,,
76,28949,,0.02037188597023487,,
76,28999,,0.02568676322698593,,
76,29049,,0.025034405291080475,,
76,29099,,0.033192604780197144,,
76,29149,,0.031065374612808228,,
76,29199,,0.01968594640493393,,
76,29249,,0.03762338310480118,,
76,29259,,,0.026371726766228676,28.477792739868164
76,29259,0.027074096724390984,,,
77,29299,,0.02102796360850334,,
77,29349,,0.03935188055038452,,
77,29399,,0.024988438934087753,,
77,29449,,0.02621765062212944,,
77,29499,,0.032781101763248444,,
77,29549,,0.019599149003624916,,
77,29599,,0.01891303062438965,,
77,29639,,,0.026312699541449547,28.493154525756836
77,29639,0.027057023718953133,,,
78,29649,,0.03013002686202526,,
78,29699,,0.025627603754401207,,
78,29749,,0.031049787998199463,,
78,29799,,0.0219422634691,,
78,29849,,0.0289254542440176,,
78,29899,,0.023505177348852158,,
78,29949,,0.022032104432582855,,
78,29999,,0.02745783142745495,,
78,30019,,,0.026315709576010704,28.48423194885254
78,30019,0.026926757767796516,,,
79,30049,,0.020134899765253067,,
79,30099,,0.02936703711748123,,
79,30149,,0.012719353660941124,,
79,30199,,0.02685115486383438,,
79,30249,,0.026196947321295738,,
79,30299,,0.026778563857078552,,
79,30349,,0.030328210443258286,,
79,30399,,0.02127593755722046,,
79,30399,,,0.025801440700888634,28.639938354492188
79,30399,0.02659502439200878,,,
80,30449,,0.03173916041851044,,
80,30499,,0.02554088830947876,,
80,30549,,0.019949380308389664,,
80,30599,,0.021615054458379745,,
80,30649,,0.02585494890809059,,
80,30699,,0.03704550862312317,,
80,30749,,0.023767029866576195,,
80,30779,,,0.026094311848282814,28.569095611572266
80,30779,0.026472989469766617,,,
81,30799,,0.0382402278482914,,
81,30849,,0.027117004618048668,,
81,30899,,0.034452199935913086,,
81,30949,,0.01634831726551056,,
81,30999,,0.017775585874915123,,
81,31049,,0.03314962983131409,,
81,31099,,0.02209497056901455,,
81,31149,,0.016110187396407127,,
81,31159,,,0.025932541117072105,28.62095069885254
81,31159,0.02657254785299301,,,
